citypermid,NHGISPLACE,STATE,NHGISST,PLACE,YEAR,GISJOIN,DECADE,NHGISNAM,NHGISST_2,NHGISCTY,ICPSRST,ICPSRCTY,ICPSRNAM,STATENAM,ICPSRSTI,ICPSRCTYI,ICPSRFIP,STATE_2,COUNTY,PID,X_CENTROID,Y_CENTROID,GISJOIN_2,GISJOIN2,SHAPE_AREA,SHAPE_LEN,statefips,countyfips,fips,smsacode,statefips_,countyfi_1,entityfips,name_2,namemsa,fips_2,NAME,cityname_constant,fixed_cnty_number,cnty90,state,tier
215,G330629000,new hampshire,330,portsmouth city,1970,G3302170,1970,Rockingham,330,0150,4,150,ROCKINGHAM,New Hampshire,4,150,0,330,0150,2411,1994131.5718744,876805.78806597,G3300150,3300150,1849456161.9599996,314564.098454,33,015,33015,4160,33,015,NA,"Rockingham County, NH (pt.)","Lawrence-Haverhill, MA-NH SMSA",33015,portsmouth,norfolk-portsmouth-virginia beach-chesapeake,51810,51810,virginia,NA
31,G060260000,california,060,fremont city,1970,G0601080,1970,San Mateo,060,0810,71,810,SAN MATEO,California,71,810,0,060,0810,863,-2278672.63422978,308913.37660165,G0600810,0600810,1176351176.36,285754.586651,06,081,06081,7360,06,081,NA,San Mateo County,"San Francisco-Oakland, CA SMSA",06081,fremont,fremont-newark,06001,6001,california,NA
1529,G370229200,north carolina,370,fayetteville city,1970,G3700910,1970,Cumberland,370,0510,47,510,CUMBERLAND,North Carolina,47,510,0,370,0510,2535,1545009.45006031,-134588.14328643,G3700510,3700510,1705410436.7300003,210415.570823,37,051,37051,2560,37,051,NA,Cumberland County,"Fayetteville, NC SMSA",37051,fayetteville,fayetteville,47103,47103,tennessee,NA
453,G130190070,georgia,130,columbus city (remainder),1970,G1300660,1970,Russell,010,1130,41,1130,RUSSELL,Alabama,41,1130,0,010,1130,491,1011231.79200823,-525259.48253877,G0101130,0101130,1676717238.0300002,214079.917342,01,113,01113,1800,01,113,NA,"Russell County, AL","Columbus, GA-AL SMSA",01113,columbus city (remainder),columbus,13215,13215,georgia,NA
98,G200525750,kansas,200,olathe city,1970,G2002120,1970,Clay,290,0470,34,470,CLAY,Missouri,34,470,0,290,0470,2320,134906.57566675,204039.58502928,G2900470,2900470,1058953090.14,152551.26135,29,047,29047,3760,29,047,NA,"Clay County, MO","Kansas City, MO-KS SMSA",29047,olathe,olathe-overland park,20091,20091,kansas,NA
98,G200537750,kansas,200,overland park city,1970,G2002194,1970,Clay,290,0470,34,470,CLAY,Missouri,34,470,0,290,0470,2320,134906.57566675,204039.58502928,G2900470,2900470,1058953090.14,152551.26135,29,047,29047,3760,29,047,NA,"Clay County, MO","Kansas City, MO-KS SMSA",29047,overland park,olathe-overland park,20091,20091,kansas,NA
485,G260340000,michigan,260,grand rapids city,1970,G2601085,1970,Ottawa,260,1390,23,1390,OTTAWA,Michigan,23,1390,0,260,1390,3009,810192.64242332,654103.78987432,G2601390,2601390,1495355672.62,172692.046237,26,139,26139,3000,26,139,NA,Ottawa County,"Grand Rapids, MI SMSA",26139,grand rapids,grand rapids,26081,26081,michigan,NA
214,G510560000,virginia,510,newport news city,1970,G5100860,1970,York,510,1990,40,1990,YORK,Virginia,40,1990,0,510,1990,1779,1698850.46276566,143541.25066026,G5101990,5101990,322825902.746,343308.258585,51,199,51199,5680,51,199,NA,York County,"Newport News-Hampton, VA SMSA",51199,newport news,newport news-hampton,51700,51700,virginia,NA
15,G010500000,alabama,010,mobile city,1970,G0101165,1970,Baldwin,010,0030,41,30,BALDWIN,Alabama,41,30,0,010,0030,443,789602.64868672,-721429.38989009,G0100030,0100030,4232265763.35,757830.356127,01,003,01003,5160,01,003,NA,Baldwin County,"Mobile, AL SMSA",01003,mobile,mobile-prichard-chickasaw,01097,1097,alabama,NA
15,G010624960,alabama,010,prichard city,1970,G0101420,1970,Baldwin,010,0030,41,30,BALDWIN,Alabama,41,30,0,010,0030,443,789602.64868672,-721429.38989009,G0100030,0100030,4232265763.35,757830.356127,01,003,01003,5160,01,003,NA,Baldwin County,"Mobile, AL SMSA",01003,prichard,mobile-prichard-chickasaw,01097,1097,alabama,NA
15,G010143920,alabama,010,chickasaw city,1970,G0100365,1970,Baldwin,010,0030,41,30,BALDWIN,Alabama,41,30,0,010,0030,443,789602.64868672,-721429.38989009,G0100030,0100030,4232265763.35,757830.356127,01,003,01003,5160,01,003,NA,Baldwin County,"Mobile, AL SMSA",01003,chickasaw,mobile-prichard-chickasaw,01097,1097,alabama,NA
29,G060533220,california,060,oceanside city,1970,G0601990,1970,San Diego,060,0730,71,730,SAN DIEGO,California,71,730,0,060,0730,860,-1909318.49226424,-290398.2553122,G0600730,0600730,10975735010.5,584441.127542,06,073,06073,7320,06,073,NA,San Diego County,"San Diego, CA SMSA",06073,oceanside,oceanside-carlsbad-escondido-vista,06073,6073,california,NA
29,G060111940,california,060,carlsbad city,1970,G0600405,1970,San Diego,060,0730,71,730,SAN DIEGO,California,71,730,0,060,0730,860,-1909318.49226424,-290398.2553122,G0600730,0600730,10975735010.5,584441.127542,06,073,06073,7320,06,073,NA,San Diego County,"San Diego, CA SMSA",06073,carlsbad,oceanside-carlsbad-escondido-vista,06073,6073,california,NA
29,G060228040,california,060,escondido city,1970,G0600935,1970,San Diego,060,0730,71,730,SAN DIEGO,California,71,730,0,060,0730,860,-1909318.49226424,-290398.2553122,G0600730,0600730,10975735010.5,584441.127542,06,073,06073,7320,06,073,NA,San Diego County,"San Diego, CA SMSA",06073,escondido,oceanside-carlsbad-escondido-vista,06073,6073,california,NA
29,G060829960,california,060,vista city,1970,G0603017,1970,San Diego,060,0730,71,730,SAN DIEGO,California,71,730,0,060,0730,860,-1909318.49226424,-290398.2553122,G0600730,0600730,10975735010.5,584441.127542,06,073,06073,7320,06,073,NA,San Diego County,"San Diego, CA SMSA",06073,vista,oceanside-carlsbad-escondido-vista,06073,6073,california,NA
533,G410590000,oregon,410,portland city,1970,G4100905,1970,Multnomah,410,0510,72,510,MULTNOMAH,Oregon,72,510,0,410,0510,1455,-2036657.88601566,1184675.71942457,G4100510,4100510,1206038039.23,247777.296861,41,051,41051,6440,41,051,NA,"Multnomah County, OR","Portland, OR-WA SMSA",41051,portland,portland,41051,41051,oregon,NA
2023,G480040000,texas,480,arlington city,1970,G4800175,1970,Johnson,480,2510,49,2510,JOHNSON,Texas,49,2510,0,480,2510,1949,-127886.64813798,-571842.69024379,G4802510,4802510,1902264967.93,184791.07018,48,251,48251,2800,48,251,NA,Johnson County,"Fort Worth, TX SMSA",48251,arlington,arlington,48439,48439,texas,NA
559,G550480000,wisconsin,550,madison city,1970,G5501475,1970,Dane,550,0250,25,250,DANE,Wisconsin,25,250,0,550,0250,1906,532759.44832569,641890.83288811,G5500250,5500250,3207199187.82,231086.700529,55,025,55025,4720,55,025,NA,Dane County,"Madison, WI SMSA",55025,madison,madison,55025,55025,wisconsin,NA
31,G060509160,california,060,newark city,1970,G0601900,1970,San Mateo,060,0810,71,810,SAN MATEO,California,71,810,0,060,0810,863,-2278672.63422978,308913.37660165,G0600810,0600810,1176351176.36,285754.586651,06,081,06081,7360,06,081,NA,San Mateo County,"San Francisco-Oakland, CA SMSA",06081,newark,fremont-newark,06001,6001,california,NA
612,G120350000,florida,120,jacksonville city,1970,G1201000,1970,Duval,120,0310,43,310,DUVAL,Florida,43,310,0,120,0310,293,1370214.04523765,-697205.07598897,G1200310,1200310,2184989860.9,270794.822787,12,031,12031,3600,12,031,NA,Duval County,"Jacksonville, FL SMSA",12031,jacksonville,jacksonville,12031,12031,florida,NA
519,G270548800,minnesota,270,rochester city,1970,G2703235,1970,Olmsted,270,1090,33,1090,OLMSTED,Minnesota,33,1090,0,270,1090,2127,287476.12288876,733374.72680986,G2701090,2701090,1695132686.75,178264.609585,27,109,27109,6820,27,109,NA,Olmsted County,"Rochester, MN SMSA",27109,rochester,rochester,36055,36055,new york,NA
214,G510350000,virginia,510,hampton city,1970,G5100590,1970,York,510,1990,40,1990,YORK,Virginia,40,1990,0,510,1990,1779,1698850.46276566,143541.25066026,G5101990,5101990,322825902.746,343308.258585,51,199,51199,5680,51,199,NA,York County,"Newport News-Hampton, VA SMSA",51199,hampton,newport news-hampton,51700,51700,virginia,NA
38,G060538960,california,060,ontario city,1970,G0602005,1970,San Bernardino,060,0710,71,710,SAN BERNARDINO,California,71,710,0,060,0710,859,-1816359.55669995,-104111.48025902,G0600710,0600710,52072898965.8,1021320.5986,06,071,06071,7280,06,071,NA,San Bernardino County,"San Bernardino-Riverside-Ontario, CA SMSA",06071,ontario,ontario-upland-pomona,06071,6071,california,NA
38,G060813440,california,060,upland city,1970,G0602990,1970,San Bernardino,060,0710,71,710,SAN BERNARDINO,California,71,710,0,060,0710,859,-1816359.55669995,-104111.48025902,G0600710,0600710,52072898965.8,1021320.5986,06,071,06071,7280,06,071,NA,San Bernardino County,"San Bernardino-Riverside-Ontario, CA SMSA",06071,upland,ontario-upland-pomona,06071,6071,california,NA
38,G060580720,california,060,pomona city,1970,G0602230,1970,Los Angeles,060,0370,71,370,LOS ANGELES,California,71,370,0,060,0370,844,-2011029.2697371,-119590.69523058,G0600370,0600370,10591484332.5,790943.633797,06,037,06037,4480,06,037,NA,Los Angeles County,"Los Angeles-Long Beach, CA SMSA",06037,pomona,ontario-upland-pomona,06071,6071,california,NA
712,G290700000,missouri,290,springfield city,1970,G2904075,1970,Greene,290,0770,34,770,GREENE,Missouri,34,770,0,290,0770,2334,233494.42845476,-23846.67951762,G2900770,2900770,1755491548.68,172562.623832,29,077,29077,7920,29,077,NA,Greene County,"Springfield, MO SMSA",29077,springfield,springfield,29077,29077,missouri,NA
34,G060401300,california,060,lancaster city,1970,G0601475,1970,Los Angeles,060,0370,71,370,LOS ANGELES,California,71,370,0,060,0370,844,-2011029.2697371,-119590.69523058,G0600370,0600370,10591484332.5,790943.633797,06,037,06037,4480,06,037,NA,Los Angeles County,"Los Angeles-Long Beach, CA SMSA",06037,lancaster,lancaster-palmdale,06037,6037,california,NA
34,G060551560,california,060,palmdale city,1970,G0602072,1970,Los Angeles,060,0370,71,370,LOS ANGELES,California,71,370,0,060,0370,844,-2011029.2697371,-119590.69523058,G0600370,0600370,10591484332.5,790943.633797,06,037,06037,4480,06,037,NA,Los Angeles County,"Los Angeles-Long Beach, CA SMSA",06037,palmdale,lancaster-palmdale,06037,6037,california,NA
2015,G120320000,florida,120,hollywood city,1970,G1200915,1970,Broward,120,0110,43,110,BROWARD,Florida,43,110,0,120,0110,285,1557532.53188959,-1134960.10229555,G1200110,1200110,3162680336.54,247973.270796,12,011,12011,2680,12,011,NA,Broward County,"Fort Lauderdale-Hollywood, FL SMSA",12011,hollywood,hollywood,12011,12011,florida,NA
334,G250670000,massachusetts,250,springfield city,1970,G2504090,1970,Hampden,250,0130,3,130,HAMPDEN,Massachusetts,3,130,0,250,0130,2762,1899443.23275073,753974.26481759,G2500130,2500130,1642345438.34,274455.068032,25,013,25013,8000,25,013,NA,"Hampden County, MA (pt.)","Springfield-Chicopee-Holyoke, MA-CT SMSA",25013,springfield,springfield,25013,25013,massachusetts,NA
901,G200360000,kansas,200,kansas city city,1970,G2001430,1970,Clay,290,0470,34,470,CLAY,Missouri,34,470,0,290,0470,2320,134906.57566675,204039.58502928,G2900470,2900470,1058953090.14,152551.26135,29,047,29047,3760,29,047,NA,"Clay County, MO","Kansas City, MO-KS SMSA",29047,kansas city,kansas city,20209,20209,kansas,NA
47,G060770000,california,060,sunnyvale city,1970,G0602835,1970,Santa Clara,060,0850,71,850,SANTA CLARA,California,71,850,0,060,0850,865,-2230801.71905363,273339.88910314,G0600850,0600850,3363553884.1899996,355350.350829,06,085,06085,7400,06,085,NA,Santa Clara County,"San Jose, CA SMSA",06085,sunnyvale,sunnyvale-mountain view,06085,6085,california,NA
47,G060496700,california,060,mountain view city,1970,G0601860,1970,Santa Clara,060,0850,71,850,SANTA CLARA,California,71,850,0,060,0850,865,-2230801.71905363,273339.88910314,G0600850,0600850,3363553884.1899996,355350.350829,06,085,06085,7400,06,085,NA,Santa Clara County,"San Jose, CA SMSA",06085,mountain view,sunnyvale-mountain view,06085,6085,california,NA
51,G090080000,connecticut,090,bridgeport city,1970,G0900200,1970,New Haven,090,0090,1,90,NEW HAVEN,Connecticut,1,90,0,090,0090,273,1894967.36044423,669317.85178985,G0900090,0900090,1603794383.3199997,331333.077881,09,009,09009,1160,09,009,NA,New Haven County (pt.),"Bridgeport, CT SMSA",09009,bridgeport,fairfield county-bridgeport,09001,9001,connecticut,NA
2024,G480560000,texas,480,pasadena city,1970,G4803200,1970,Montgomery,480,3390,49,3390,MONTGOMERY,Texas,49,3390,0,480,3390,1573,47750.30837204,-803958.12729318,G4803390,4803390,2788981699.37,274917.818338,48,339,48339,3360,48,339,NA,Montgomery County,"Houston, TX SMSA",48339,pasadena,pasadena,48201,48201,texas,NA
83,G170650000,illinois,170,rockford city,1970,G1704965,1970,Winnebago,170,2010,21,2010,WINNEBAGO,Illinois,21,2010,0,170,2010,773,559442.29520997,561868.094776,G1702010,1702010,1344905415.34,152942.941895,17,201,17201,6880,17,201,NA,Winnebago County,"Rockford, IL SMSA",17201,rockford,rockford-loves park,17201,17201,illinois,NA
83,G170450310,illinois,170,loves park city,1970,G1703360,1970,Winnebago,170,2010,21,2010,WINNEBAGO,Illinois,21,2010,0,170,2010,773,559442.29520997,561868.094776,G1702010,1702010,1344905415.34,152942.941895,17,201,17201,6880,17,201,NA,Winnebago County,"Rockford, IL SMSA",17201,loves park,rockford-loves park,17201,17201,illinois,NA
756,G120251750,florida,120,gainesville city,1970,G1200695,1970,Alachua,120,0010,43,10,ALACHUA,Florida,43,10,0,120,0010,280,1315550.13888995,-778893.93532307,G1200010,1200010,2510079646.08,270595.449663,12,001,12001,2900,12,001,NA,Alachua County,"Gainesville, FL SMSA",12001,gainesville,gainesville,12001,12001,florida,NA
633,G280360000,mississippi,280,jackson city,1970,G2800615,1970,Rankin,280,1210,46,1210,RANKIN,Mississippi,46,1210,0,280,1210,2282,567082.83539614,-567511.1236038,G2801210,2801210,2087788597.59,252157.714288,28,121,28121,3560,28,121,NA,Rankin County,"Jackson, MS SMSA",28121,jackson,jackson,28049,28049,mississippi,NA
544,G450160000,south carolina,450,columbia city,1970,G4500305,1970,Lexington,450,0630,48,630,LEXINGTON,South Carolina,48,630,0,450,0630,967,1346746.30892291,-298175.12289949,G4500630,4500630,1962930876.26,231835.731686,45,063,45063,1760,45,063,NA,Lexington County,"Columbia, SC SMSA",45063,columbia,columbia,45079,45079,south carolina,NA
92,G190120000,iowa,190,cedar rapids city,1970,G1900670,1970,Linn,190,1130,31,1130,LINN,Iowa,31,1130,0,190,1130,376,361523.29608649,521303.02829362,G1901130,1901130,1876554619.05,174438.869597,19,113,19113,1360,19,113,NA,Linn County,"Cedar Rapids, IA SMSA",19113,cedar rapids,cedar rapids-marion,19113,19113,iowa,NA
92,G190494850,iowa,190,marion city,1970,G1902670,1970,Linn,190,1130,31,1130,LINN,Iowa,31,1130,0,190,1130,376,361523.29608649,521303.02829362,G1901130,1901130,1876554619.05,174438.869597,19,113,19113,1360,19,113,NA,Linn County,"Cedar Rapids, IA SMSA",19113,marion,cedar rapids-marion,19113,19113,iowa,NA
218,G530354150,washington,530,kent city,1970,G5300615,1970,Snohomish,530,0610,73,610,SNOHOMISH,Washington,73,610,0,530,0610,1840,-1908658.38077662,1436223.10581113,G5300610,5300610,5458747778.12,452644.6625,53,061,53061,7600,53,061,NA,Snohomish County,"Seattle-Everett, WA SMSA",53061,kent,kent-renton-auburn,53033,53033,washington,NA
218,G530577450,washington,530,renton city,1970,G5301070,1970,Snohomish,530,0610,73,610,SNOHOMISH,Washington,73,610,0,530,0610,1840,-1908658.38077662,1436223.10581113,G5300610,5300610,5458747778.12,452644.6625,53,061,53061,7600,53,061,NA,Snohomish County,"Seattle-Everett, WA SMSA",53061,renton,kent-renton-auburn,53033,53033,washington,NA
218,G530031800,washington,530,auburn city,1970,G5300055,1970,Snohomish,530,0610,73,610,SNOHOMISH,Washington,73,610,0,530,0610,1840,-1908658.38077662,1436223.10581113,G5300610,5300610,5458747778.12,452644.6625,53,061,53061,7600,53,061,NA,Snohomish County,"Seattle-Everett, WA SMSA",53061,auburn,kent-renton-auburn,53033,53033,washington,NA
154,G380257000,north dakota,380,fargo city,1970,G3800545,1970,Cass,380,0170,36,170,CASS,North Dakota,36,170,0,380,0170,1150,-95452.88942814,1054070.136365,G3800170,3800170,4578771529.38,356190.098574,38,017,38017,2520,38,017,NA,"Cass County, ND","Fargo-Moorhead, ND-MN SMSA",38017,fargo,fargo-moorhead,38017,38017,north dakota,NA
154,G270438640,minnesota,270,moorhead city,1970,G2702645,1970,Cass,380,0170,36,170,CASS,North Dakota,36,170,0,380,0170,1150,-95452.88942814,1054070.136365,G3800170,3800170,4578771529.38,356190.098574,38,017,38017,2520,38,017,NA,"Cass County, ND","Fargo-Moorhead, ND-MN SMSA",38017,moorhead,fargo-moorhead,38017,38017,north dakota,NA
2186,G480130240,texas,480,carrollton city,1970,G4800740,1970,Denton,480,1210,49,1210,DENTON,Texas,49,1210,0,480,1210,1696,-103474.97422224,-480086.7768023,G4801210,4801210,2480929935.69,199463.910565,48,121,48121,1920,48,121,NA,Denton County,"Dallas, TX SMSA",48121,carrollton,carrollton,48121,48121,texas,NA
1315,G290156700,missouri,290,columbia city,1970,G2900930,1970,Boone,290,0190,34,190,BOONE,Missouri,34,190,0,290,0190,2173,316606.43940784,173197.78119427,G2900190,2900190,1790489248.7000003,217421.283767,29,019,29019,1740,29,019,NA,Boone County,"Columbia, MO SMSA",29019,columbia,columbia,29019,29019,missouri,NA
847,G480010000,texas,480,abilene city,1970,G4800015,1970,Jones,480,2530,49,2530,JONES,Texas,49,2530,0,480,2530,1950,-361299.5704191,-525146.19959304,G4802530,4802530,2427186286.68,198237.709972,48,253,48253,0040,48,253,NA,Jones County,"Abilene, TX SMSA",48253,abilene,abilene,48441,48441,texas,NA
209,G480159760,texas,480,college station city,1970,G4800905,1970,Brazos,480,0410,49,410,BRAZOS,Texas,49,410,0,480,0410,1662,-28896.43088072,-763968.54798555,G4800410,4800410,1528878448.3399997,283527.623514,48,041,48041,1260,48,041,NA,Brazos County,"Bryan-College Station, TX SMSA",48041,college station,bryan-college station,48041,48041,texas,NA
209,G480109120,texas,480,bryan city,1970,G4800610,1970,Brazos,480,0410,49,410,BRAZOS,Texas,49,410,0,480,0410,1662,-28896.43088072,-763968.54798555,G4800410,4800410,1528878448.3399997,283527.623514,48,041,48041,1260,48,041,NA,Brazos County,"Bryan-College Station, TX SMSA",48041,bryan,bryan-college station,48041,48041,texas,NA
527,G370744400,north carolina,370,wilmington city,1970,G3702755,1970,Brunswick,370,0190,47,190,BRUNSWICK,North Carolina,47,190,0,370,0190,2522,1617071.17418158,-231987.62982662,G3700190,3700190,2237790166.96,600215.49615,37,019,37019,9200,37,019,NA,Brunswick County,"Wilmington, NC SMSA",37019,wilmington,wilmington,37129,37129,north carolina,NA
1028,G270548800,minnesota,270,rochester city,1970,G2703235,1970,Olmsted,270,1090,33,1090,OLMSTED,Minnesota,33,1090,0,270,1090,2127,287476.12288876,733374.72680986,G2701090,2701090,1695132686.75,178264.609585,27,109,27109,6820,27,109,NA,Olmsted County,"Rochester, MN SMSA",27109,rochester,rochester,27109,27109,minnesota,NA
1989,G060160000,california,060,concord city,1970,G0600595,1970,San Mateo,060,0810,71,810,SAN MATEO,California,71,810,0,060,0810,863,-2278672.63422978,308913.37660165,G0600810,0600810,1176351176.36,285754.586651,06,081,06081,7360,06,081,NA,San Mateo County,"San Francisco-Oakland, CA SMSA",06081,concord,concord,06013,6013,california,NA
800,G290350000,missouri,290,independence city,1970,G2902125,1970,Clay,290,0470,34,470,CLAY,Missouri,34,470,0,290,0470,2320,134906.57566675,204039.58502928,G2900470,2900470,1058953090.14,152551.26135,29,047,29047,3760,29,047,NA,"Clay County, MO","Kansas City, MO-KS SMSA",29047,independence,independence,29095,29095,missouri,NA
30,G060231820,california,060,fairfield city,1970,G0600960,1970,Solano,060,0950,71,950,SOLANO,California,71,950,0,060,0950,869,-2218748.60140176,392044.04854658,G0600950,0600950,2179096781.41,452854.069813,06,095,06095,8720,06,095,NA,Solano County,"Vallejo-Napa, CA SMSA",06095,fairfield,fairfield-suisun,06095,6095,california,NA
30,G060756300,california,060,suisun city city,1970,G0602820,1970,Solano,060,0950,71,950,SOLANO,California,71,950,0,060,0950,869,-2218748.60140176,392044.04854658,G0600950,0600950,2179096781.41,452854.069813,06,095,06095,8720,06,095,NA,Solano County,"Vallejo-Napa, CA SMSA",06095,suisun city,fairfield-suisun,06095,6095,california,NA
24,G060606200,california,060,richmond city,1970,G0602330,1970,San Mateo,060,0810,71,810,SAN MATEO,California,71,810,0,060,0810,863,-2278672.63422978,308913.37660165,G0600810,0600810,1176351176.36,285754.586651,06,081,06081,7360,06,081,NA,San Mateo County,"San Francisco-Oakland, CA SMSA",06081,richmond,richmond-berkeley,06001,6001,california,NA
